2024-11-18,Melmac,VIKO,14,18,1110,1200,0.382,0.064,0.554,14,15,-14.4,13.2,136,130
2024-11-19,DKOD,Débaldérin,17,16,1002,751,0.810,0.047,0.144,14,9,-41.5,74.5,275,350
2024-11-21,NIO,Sperwers,30,12,1516,936,0.966,0.010,0.024,23,10,3.1,-3.1,130,131
2024-11-23,'t Capproen,Terda,22,8,1336,811,0.953,0.014,0.033,21,10,3.3,-3.6,131,139
2024-11-23,ADO,TOGO (G),11,13,1596,1535,0.601,0.054,0.345,20,17,-18.0,18.7,127,130
2024-11-23,ALO,Phoenix (Z),16,14,1823,1770,0.589,0.057,0.355,19,17,0.5,-0.5,121,120
2024-11-23,ASVD,Exakwa,25,22,1824,1781,0.576,0.052,0.372,22,20,4.7,-4.6,126,124
2024-11-23,AVO,NKC '51,32,22,1982,1915,0.609,0.053,0.338,20,18,21.1,-21.6,121,123
2024-11-23,AW.DTV,TOP (A),25,22,2324,2119,0.773,0.042,0.185,21,15,-7.9,8.3,120,123
2024-11-23,Achilles (A) / AKC,SDO (W),18,13,1498,1225,0.833,0.036,0.131,20,13,-3.9,4.5,120,127
2024-11-23,Amicitia (V),Sparta (Zw),18,19,1870,1922,0.439,0.058,0.503,17,18,-2.1,2.1,123,122
2024-11-23,Animo (G),DOT (O),22,16,1824,1871,0.449,0.053,0.498,20,21,22.7,-22.8,123,123
2024-11-23,Apollo,Furore,18,18,1373,1554,0.268,0.057,0.676,13,16,14.7,-14.1,125,123
2024-11-23,Arena,KCD,13,10,1390,1425,0.463,0.059,0.478,17,18,13.0,-13.3,122,124
2024-11-23,Atlantis,Vriendenschaar (B),24,31,1638,1818,0.272,0.047,0.680,18,22,-10.3,10.3,122,123
2024-11-23,Atlas,Albatros,16,27,1717,1982,0.185,0.040,0.774,16,22,-12.8,12.5,126,124
2024-11-23,Attila,OEC,20,9,1191,1053,0.697,0.054,0.249,17,13,19.3,-19.8,125,127
2024-11-23,CSL,Flamingo's (B),21,19,1994,1957,0.571,0.050,0.380,23,21,0.8,-0.8,120,121
2024-11-23,Club Brothers,DTL,8,24,1185,1556,0.109,0.030,0.862,14,22,-10.2,10.7,125,128
2024-11-23,Conventus,Paal Centraal,12,20,1047,1426,0.104,0.031,0.865,12,20,-2.3,2.5,124,133
2024-11-23,DKB,SGV,14,9,1220,877,0.880,0.030,0.091,19,11,-6.9,8.7,129,142
2024-11-23,DKV Victoria,Dunas,24,21,1502,1498,0.520,0.057,0.423,19,18,8.7,-8.7,121,121
2024-11-23,DOS '46,KCC,24,14,2501,2293,0.778,0.039,0.183,23,17,11.6,-11.0,132,128
2024-11-23,DOS (W),Avanti (P),20,32,1966,2127,0.294,0.050,0.656,18,21,-21.0,21.4,123,124
2024-11-23,DOS Kampen,HHV,32,20,1866,1510,0.890,0.023,0.087,25,16,4.8,-4.8,124,124
2024-11-23,DOS-WK,Reehorst '45,20,19,1716,1636,0.630,0.047,0.323,24,21,-7.0,7.1,124,125
2024-11-23,DSO (K),Korbatjo,18,17,1470,1588,0.350,0.054,0.596,18,20,13.6,-12.5,128,123
2024-11-23,DTS (E),RODA (W),11,26,1395,1708,0.146,0.037,0.816,14,20,-13.9,12.6,129,122
2024-11-23,DTS (S),Leeuwarden,16,20,1381,1428,0.446,0.058,0.496,17,18,-13.5,13.9,119,120
2024-11-23,DVO,LDODK,24,23,2593,2444,0.716,0.041,0.243,26,20,-15.5,13.9,137,130
2024-11-23,DWA / Argo,It Fean,15,21,1397,1549,0.306,0.052,0.641,17,20,-11.0,10.5,123,120
2024-11-23,Dalto,Oost Arnhem,17,15,2335,2138,0.768,0.037,0.194,25,19,-12.7,12.9,122,123
2024-11-23,De Corvers,Huizen,11,13,1081,1284,0.244,0.052,0.704,14,18,7.3,-7.1,126,125
2024-11-23,De Hoeve,Roreko,13,23,1305,1322,0.488,0.059,0.452,18,17,-32.4,36.0,123,130
2024-11-23,De Meervogels,Nieuwerkerk,17,28,1952,2104,0.305,0.052,0.643,17,20,-20.6,20.8,122,123
2024-11-23,De Meeuwen,Spirit (Vo),15,21,2057,2147,0.389,0.050,0.560,21,23,-14.4,15.0,121,124
2024-11-23,De Parabool,Quick '21 / Vlug en Vaardig (G),22,18,1733,1777,0.451,0.056,0.493,18,19,16.1,-17.0,119,123
2024-11-23,De Wâlden,IFC '25,23,22,1808,1845,0.462,0.055,0.483,19,20,4.6,-5.0,121,126
2024-11-23,DeetosSnel,DSC,19,19,2270,2277,0.505,0.056,0.440,20,19,-2.2,2.1,123,118
2024-11-23,Devinco,Zwart Wit,16,17,1634,1518,0.672,0.053,0.276,19,15,-18.1,18.1,122,122
