date	pouleData	Dalto	Dalto	Dalto	Dalto	Dalto	Die Haghe	Die Haghe	Die Haghe	Die Haghe	Die Haghe	KVS	KVS	KVS	KVS	KVS	TOP (S)	TOP (S)	TOP (S)	TOP (S)	TOP (S)
2026-09-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"TOP (S)"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Dalto"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Die Haghe"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"KVS"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.31897	0.0	0.38224	2360.646978515949	106.1454446144191	0.19482	0.0	0.55301	2289.463449258812	114.99004735725777	0.08538	0.0	0.75506	2191.270239687199	111.84235490088498	0.40083	0.0	0.30969	2393.53500920937	107.38686484220744
