date	pouleData	DTG	DTG	DTG	DTG	DTG	DTS (S) / Harkema	DTS (S) / Harkema	DTS (S) / Harkema	DTS (S) / Harkema	DTS (S) / Harkema	Leeuwarden	Leeuwarden	Leeuwarden	Leeuwarden	Leeuwarden	MN en W	MN en W	MN en W	MN en W	MN en W
2026-09-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"MN en W"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DTS (S) / Harkema"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Leeuwarden"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DTG"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.12643	0.12643	0.40817	1285.5331243775754	113.36253810499767	0.29731	0.29731	0.18408	1398.849477638451	115.333866858475	0.25679	0.25679	0.21411	1378.8077484852588	115.0231902763603	0.31947	0.31947	0.19364	1402.942506857521	134.91041952543654
