date	pouleData	Hebbes	Hebbes	Hebbes	Hebbes	Hebbes	Kesteren	Kesteren	Kesteren	Kesteren	Kesteren	Koveni	Koveni	Koveni	Koveni	Koveni	Revival	Revival	Revival	Revival	Revival
2026-09-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Revival"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Hebbes"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Kesteren"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Koveni"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.31668	0.31668	0.11891	1336.5202885066183	123.80761434663181	0.15884	0.15884	0.23828	1241.1457777397457	118.33447145202385	0.0449	0.0449	0.5785	1098.554966695815	118.1448357709972	0.47958	0.47958	0.06431	1405.4418495177183	120.49842276085997
