date	pouleData	BEP	BEP	BEP	BEP	BEP	Fiducia	Fiducia	Fiducia	Fiducia	Fiducia	SDO (K)	SDO (K)	SDO (K)	SDO (K)	SDO (K)	Sporting Trigon	Sporting Trigon	Sporting Trigon	Sporting Trigon	Sporting Trigon
2026-09-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Fiducia"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"BEP"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"SDO (K)"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Sporting Trigon"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.28384	0.28384	0.31842	1842.955585753351	113.70855710180996	0.29352	0.29352	0.32177	1843.308616346049	121.79362132978083	0.27041	0.27041	0.33433	1834.043003018305	114.47633759425118	0.15223	0.15223	0.51336	1759.4421996170756	111.20013528332775
