date	pouleData	De Granaet	De Granaet	De Granaet	De Granaet	De Granaet	IFC '25	IFC '25	IFC '25	IFC '25	IFC '25	De Parabool	De Parabool	De Parabool	De Parabool	De Parabool	Wez Handich	Wez Handich	Wez Handich	Wez Handich	Wez Handich
2026-09-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Wez Handich"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"IFC \u002725"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"De Parabool"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"De Granaet"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.1612	0.1612	0.5039	1735.3887450878585	116.55528343030267	0.27228	0.27228	0.33577	1807.9549959892913	115.23882917406777	0.25762	0.25762	0.35608	1798.6777861923788	117.48354778069755	0.3089	0.3089	0.30031	1824.5877813110894	117.54859642699641
