date	pouleData	Oranje Zwart	Oranje Zwart	Oranje Zwart	Oranje Zwart	Oranje Zwart	Rood Wit (W)	Rood Wit (W)	Rood Wit (W)	Rood Wit (W)	Rood Wit (W)	SDO (S)	SDO (S)	SDO (S)	SDO (S)	SDO (S)	Zwart Wit	Zwart Wit	Zwart Wit	Zwart Wit	Zwart Wit
2026-09-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Rood Wit (W)"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Oranje Zwart"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Zwart Wit"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"SDO (S)"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.15237	0.15237	0.30028	1451.9780122284963	120.9335708899938	0.56756	0.56756	0.06266	1648.9087704560484	119.67388222649453	0.13275	0.13275	0.3304	1435.7956088788815	117.37304596454688	0.14732	0.14732	0.30666	1447.1601087115375	116.84183460572719
