"De Granaet","1736.5829741026937","2026-06-06","1972-09-10","35.89261069936765","Dokkum","116.55491876909731","0.05746492097070306","17.495916903362154"
"KVW '22","1719.6851197112999","2026-06-06","2022-09-10","11.736965409983213","Leek/Tolbert","116.57679950528062","0.05649893979084606","16.632478278638985"
"ACKC","1717.9691530145267","2026-06-06","1986-09-07","36.22162878971358","Almkerk","114.57014404351096","0.05799844245211651","15.575557738869437"
"DVS '69","1714.757142517301","2026-06-06","1974-09-01","102.39205971678166","Hendrik Ido Ambacht","115.71124952937605","0.057524199715458246","16.903665826424298"
"IJsselvogels","1710.8829868532964","2026-06-06","1970-09-13","-0.3459954411707713","Moordrecht","113.41184306883524","0.05684249233426523","16.80159807415665"
"Zuid '27","1702.0055313625794","2026-06-06","2025-09-06","152.62386587640617","Rotterdam","126.07983199512884","0.05710908699377773","21.96186090609169"
"Velocitas (L)","1681.6309360177343","2026-06-06","1970-08-30","-139.90627454946298","Leiderdorp","117.08667790260448","0.05673358010079093","17.45607336859628"
"Viking","1679.3497585376622","2026-06-06","1993-12-04","25.470806692286033","Wijk bij Duurstede","127.99572807655002","0.05826824199537994","20.252407966882163"
"KZ Danaiden","1674.0368277832854","2026-06-06","2009-09-06","150.22287107531474","Leiden","114.71757568367681","0.0559906830500286","13.92392670963744"
"RWA","1671.0490037794996","2026-06-06","1993-09-05","-55.61757433487969","Poortugaal","116.43316481992231","0.05727631581643869","16.958688850626174"
"Hoogkerk","1669.6176070107445","2026-06-06","1962-10-14","29.27085894759466","Hoogkerk","115.20548473787858","0.0569162328668161","15.615619850647368"
"Vriendenschaar (B)","1666.6527124885376","2026-06-06","1966-05-22","-87.39183048359496","Bodegraven","116.21598554629769","0.05741217639903068","17.790076168086735"
"Atlas","1662.347246761045","2026-06-06","1950-03-26","-17.13602459580443","Ritthem","118.7720802390284","0.057487444229809795","18.243605012568793"
"Hellas '63","1656.3426200743847","2026-06-06","1993-11-27","56.20773159723967","Nunspeet","117.35780461736732","0.058265100831859123","18.960433235039346"
"Reeuwijk","1650.5257034408153","2026-06-06","1970-09-13","-67.87834996696574","Reeuwijk","114.76210305486762","0.0584175640735936","16.88673666561354"
"Rood Wit (W)","1650.1215263766708","2026-06-06","2000-11-18","-62.060051572671455","Wezep","119.67448071092386","0.05857750085938191","18.1305128716143"
"Elburg","1643.1278734044336","2026-06-06","1992-12-20","25.95907393710695","Elburg","115.37805173455013","0.05800200129289476","15.277665603212068"
"Weidevogels","1640.1000532139449","2026-06-06","1970-09-06","-115.69016276269167","Bleiswijk","116.3277168890256","0.05733999365856627","16.397709740412534"
"NIO","1638.3720101454212","2026-06-06","1970-08-30","25.42576897656795","Rotterdam","115.05508465384418","0.05706566204066887","16.20360851810166"
"Nova","1635.213105859418","2026-06-06","1990-09-09","-66.51408770181047","Bilthoven","116.60272921980017","0.056815403391665464","13.744750194954594"
"De Pein","1633.6949417241356","2026-06-06","1946-06-02","158.5533487344942","Opeinde","115.27170326161847","0.05629270569352521","17.99190329179176"
"Sparta (N)","1625.8432992864186","2026-06-06","1952-09-21","107.22085268624619","Nijkerk","118.62664134703313","0.05688881009233473","17.12929779630648"
"Movado","1619.7592083360294","2026-06-06","2001-11-18","-109.54050372428128","Dordrecht","113.96933485262844","0.05635840328160136","16.647103396686372"
"DTL","1616.3739644363486","2026-06-06","1968-12-01","85.79945470230132","Hantum","129.31312694063348","0.05752738632494726","18.480239501737092"
"EKVA","1616.0416893201332","2026-06-06","1986-09-07","-36.095139800752804","Almere","114.90836925123683","0.057811775958313646","18.657490834254315"
"Devinco","1607.7425396759822","2026-06-06","2004-09-04","19.025934817858342","Deventer","122.18394009733468","0.05770462618978717","18.864899748728984"
"Fortissimo","1605.153564939942","2026-06-06","1983-09-04","-19.32812276589425","IJsselstein","115.4923509167409","0.057612231354711725","18.772434125632564"
"WWC","1605.120382690388","2026-06-06","1970-08-30","104.90512033813093","Mantgum-Wieuwerd","118.13192575517111","0.05781597541703691","18.829376578286695"
"It Fean","1600.7808137448617","2026-06-06","1959-04-26","61.66663658827724","Surhuisterveen","114.31985334900808","0.05754095486696304","18.196183047538778"
"Fluks (N)","1596.3859259186565","2026-06-06","1970-08-30","41.409619009690005","Noordwijk","118.85683204675964","0.05710233546691111","15.420830350614025"
"TOGO (G)","1592.7832676584305","2026-06-06","1934-06-24","69.92870976720428","Goes","114.13213306789925","0.056574999056933604","18.871111714830324"
"Atlantis","1587.6300702106316","2026-06-06","1982-09-12","43.25076594405482","Mijdrecht","113.25813428978034","0.05767522391296587","19.042353817253574"
"Sporting West","1586.9006520496225","2026-06-06","1989-09-10","84.58757428790682","Amsterdam","114.98052344883985","0.056419911748215354","16.459742775183248"
"HKC (He)","1586.185437514597","2026-06-06","1915-03-14","-95.89303764226202","Hengelo Ov","118.40295771196357","0.05577359763680949","16.963388131789813"
"Harich","1585.8818662593342","2026-06-06","1960-06-19","63.24630514995806","Harich","113.65037461730404","0.057045777804268956","17.344204906070452"
"DKV Victoria","1581.165834713263","2026-06-06","1999-09-04","76.99247693561892","Diemen","117.3211950797322","0.05633868042714949","14.989123172726577"
"Dunas","1581.1017689506766","2026-06-06","2020-09-05","55.77241122438181","Den Haag","114.17154767312174","0.056702050914051824","18.301035699504222"
"Erasmus","1578.5870929561602","2026-06-06","1994-11-26","78.69616897180822","Rotterdam","119.41938124414628","0.058860048075599455","17.167790193492213"
"Pallas '08","1576.7462550638486","2026-06-06","2008-09-06","-33.31863447013575","Leeuwarden","113.85684386336294","0.056984540975378285","18.445699934959922"
"ODIK","1569.445056425306","2026-06-06","1970-08-30","-201.21362716015483","Barneveld","121.39748144133857","0.05705104839639215","14.804797929981811"
"OKV","1569.3541905020747","2026-06-06","1937-10-31","177.80852268854187","Oostzaan","116.99588125782444","0.0552672013356819","17.701318545588414"
"Sparta (Ze)","1566.423437335937","2026-06-06","1925-08-06","180.9740700817954","Zevenhuizen Gr","112.12524448402891","0.056503114692916884","20.323200064372895"
"Korbatjo","1562.1983234673853","2026-06-06","1978-09-24","67.25904349689654","Oud Beijerland","114.61446812879882","0.05861888710506807","18.597853089763444"
"HHV","1559.9650378954861","2026-06-06","1970-08-30","21.834027002855237","Hollandscheveld","112.7179218798643","0.057348123161247294","20.055820475048538"
