2023-09-23,Oosterkwartier (H),Dunas,13,13
2023-09-23,ADO,OZC,19,14
2023-09-23,Nexus,NIO,15,15
2023-09-23,Reeuwijk,WION,15,7
2023-09-23,Keep Fit '70,Trekvogels (R),13,15
2023-09-23,Zaamslag,Blauw Wit (K),14,15
2023-09-23,TOGO (G),Seolto,18,11
2023-09-23,Elko,DWA / Argo,14,17
2023-09-23,Sparta (Ze),Spannum,17,14
2023-09-23,De Hoeve,SIOS / Leonidas,19,14
2023-09-23,Pallas '08,Leeuwarden,14,7
2023-09-23,Emmeloord,De Pein,19,25
2023-09-23,AKC (Al),Olympia '22,17,10
2023-09-23,Regio '72,SDO (W),19,11
2023-09-23,Keizer Karel,Arena,17,13
2023-09-23,Kesteren,EKCA,12,9
2023-09-23,Revival,Koveni,11,19
2023-09-23,VIKO,RDZ,9,15
2023-09-23,Wolderwijd,EKVA,9,13
2023-09-23,Huizen,Aurora,10,9
2023-09-23,DTS (E),OKV,15,18
2023-09-23,Helios,HBC (Be),16,13
2023-09-23,Fluks (N),Madjoe,12,12
2023-09-23,Dijkvogels,GKV,16,13
2023-09-23,'t Capproen,Ventura Sport,13,13
2023-09-23,Gemini,Thor (R),9,11
2023-09-23,Luctor,DSO (K),11,16
2023-09-23,KVK,Good Luck,17,7
2023-09-23,DKB,NKV,11,7
2023-09-23,Attila,Ready '60,10,12
2023-09-23,Roreko,NKC (No),15,9
2023-09-23,Zunobri,Vitesse (Be),6,23
2023-09-23,Stadskanaal '74,Noveas,18,10
2023-09-23,Veenwouden,WIK '34,2,8
2023-09-23,MN en W,NQL,7,11
2023-09-23,DTG,Westergo,17,14
2023-09-23,De Waterpoort,Harich,14,15
2023-09-23,Vakgericht,TOP (V),9,12
2023-09-23,Ons Clubje,KIOS '45,16,7
2023-09-23,SkunK,Rivalen,18,12
2023-09-23,Wesstar,SEV (Z),8,13
2023-09-23,Hebbes,De Corvers,20,18
2023-09-23,Triaz,SGV,12,10
2023-09-23,Oranje Nassau,ESDO,10,14
2023-09-23,Zaandam Zuid,Vlug en Vaardig (A),13,13
2023-09-23,Stormvogels (U),Purmer,11,16
2023-09-23,Ados,DKV (IJ),9,14
2023-09-23,Paal Centraal,Sperwers,19,6
2023-09-23,Conventus,Olympia (S),5,7
2023-09-23,Ten Donck,SKV (S),2,11
2023-09-23,Triade,ZKV (Zu),19,6
2023-09-23,Springfield,Oranje Zwart (M),11,11
2023-09-23,Focus,Terda,19,3
2023-09-23,OJC '98,Melmac,7,6
2023-09-23,OEC,Voltreffers (O),18,11
2023-09-23,Meko '74,Niek,9,8
2023-09-23,SIOS '61,Melynas,4,11
2023-09-24,Blauw Wit,AW.DTV,15,14
2023-09-24,Samen Een,Vefo,7,6
2023-09-24,FSC,Maastricht,8,8
2023-09-24,KVS '17,Eymerick,9,15
2023-09-26,De Meeuwen,SKF,14,14
2023-09-26,KIOS (N),Vriendenschaar (B),18,15
2023-09-26,DKV Victoria,Oosterkwartier (H),14,26
2023-09-27,Zaandam Zuid,Oranje Nassau,17,9
2023-09-29,Rivalen,SEV (Z),13,16
2023-09-30,SCO,Mid Fryslân,20,24
2023-09-30,LDODK,Sparta (Zw),31,14
2023-09-30,DOS (W),Unitas,9,16
2023-09-30,Spirit (Vo),DOS '46,11,24
2023-09-30,Wageningen,DVO,16,29
2023-09-30,DSC,Oost Arnhem,25,20
2023-09-30,KZ,Fiks,22,22
2023-09-30,KVA,Dalto,14,13
2023-09-30,Tempo,AW.DTV,14,22
2023-09-30,Groen Geel,Blauw Wit,21,23
2023-09-30,KVS,Avanti (P),12,11
2023-09-30,TOP (S),Fortuna (D),9,10
2023-09-30,Die Haghe,HKC (Ha),12,17
2023-09-30,Valto,KCC,8,15
2023-09-30,DeetosSnel,Sporting Delta,14,12
2023-09-30,TOP (A),PKC,10,18
2023-09-30,Ritola,Nic,18,20
2023-09-30,AVO,OKO,15,15
2023-09-30,Wit Blauw,CSL,18,17
2023-09-30,ZKC '19,Heerenveen,20,18
2023-09-30,Dindoa,SKF,13,20
2023-09-30,De Meeuwen,NKC '51,13,17
2023-09-30,MIA,ODIK,18,12
2023-09-30,Antilopen,Synergo,9,21
2023-09-30,SDO (K),Rohda (A),17,15
2023-09-30,OVVO,BEP,17,17
2023-09-30,VEO,De Meervogels,11,10
2023-09-30,Velocitas (L),Pernix,16,12
2023-09-30,GKV (G),Excelsior (D),12,15
2023-09-30,ONDO (G),Nieuwerkerk,15,15
2023-09-30,Tilburg,KOAG,13,15
2023-09-30,Swift (M),ONDO (M),18,12
2023-09-30,Flamingo's (B),Drachten,19,18
2023-09-30,IFC '25,Wez Handich,20,23
2023-09-30,KIOS (R),DOS Kampen,33,22
2023-09-30,NRC '22,Juventa,19,13
2023-09-30,KVZ,Noviomagum,15,14
2023-09-30,Tiel '72,Tweemaal Zes,15,13
2023-09-30,Animo (G),ACKC,17,13
2023-09-30,Woudenberg,Viking,18,14
2023-09-30,KIOS (N),Weidevogels,12,15
2023-09-30,Vriendenschaar (B),KVZ '23,15,12
2023-09-30,Achilles (H),ALO,14,10
2023-09-30,Maassluis,HKV / Ons Eibernest,9,12
2023-09-30,Oranje Wit (D),Erasmus,17,14
2023-09-30,Vitesse (Ba),RWA,20,10
2023-09-30,Merwede,Albatros,11,17
2023-09-30,KCR,Kinderdijk,16,16
2023-09-30,ROG,Hoogkerk,14,10
2023-09-30,WSS,Quick '21 / Vlug en Vaardig (G),13,27
2023-09-30,Noordenveld,KVW '22,14,14
2023-09-30,De Wâlden,Kinea / Udiros,10,13
2023-09-30,ASVD,Rood Wit (W),19,8
2023-09-30,Oranje Zwart,Thrianta,15,15
2023-09-30,Amicitia (V),DOS-WK,20,11
2023-09-30,Devinco,Apeldoorn,14,22
2023-09-30,Elburg,Telstar,10,14
2023-09-30,Sparta (N),Exakwa,13,17
2023-09-30,DOT (O),Nova,17,11
2023-09-30,Rust Roest (E),Victum,14,14
2023-09-30,VZOD,Atlantis,11,15
2023-09-30,RODA (W),De Vinken,21,21
2023-09-30,Badhoevedorp,Swift,12,16
2023-09-30,Apollo,Furore,13,16
2023-09-30,DES (De),Sporting Trigon,19,17
2023-09-30,Phoenix (Z),Refleks,13,12
2023-09-30,Twist,IJsselvogels,12,18
2023-09-30,Korbis,ODO (M),19,12
2023-09-30,Vriendenschaar (H),Korbatjo,18,10
2023-09-30,Movado,DVS '69,14,10
2023-09-30,Atlas,Juliana,18,13
2023-09-30,Fortis,Tjoba,13,24
2023-09-30,DTL,De Granaet,21,13
2023-09-30,It Fean,DTS (S),21,16
2023-09-30,Club Brothers,De Parabool,8,18
2023-09-30,VDDO,HHV,16,14
2023-09-30,Joure,WWC,19,9
2023-09-30,Oerterp,Hellas '63,20,23
2023-09-30,Blauw Zwart,HKC (He),16,17
2023-09-30,Zwart Wit,Achilles (A),20,14
2023-09-30,Rheko,Fortissimo,8,14
2023-09-30,KCD,Zwaluwen (Ze),13,25
2023-09-30,HKC (U),Fiducia,17,23
2023-09-30,Luno,DWS (K),16,4
2023-09-30,SDO (V),Reehorst '45,20,18
2023-09-30,PSV,Duko,20,16
2023-09-30,Rapid (H),Haarlem,10,8
2023-09-30,Sporting West,KZ Danaiden,13,13
2023-09-30,Dunas,DKV Victoria,14,13
2023-09-30,Oosterkwartier (H),DSO (A),19,11
2023-09-30,NIO,OZC,19,12
2023-09-30,Nexus,ADO,15,20
2023-09-30,Reeuwijk,Keep Fit '70,12,7
2023-09-30,WION,Trekvogels (R),17,13
2023-09-30,Zaamslag,TOGO (G),18,12
