date	pouleData	IFC '25	IFC '25	IFC '25	IFC '25	IFC '25	Thrianta	Thrianta	Thrianta	Thrianta	Thrianta	It Fean	It Fean	It Fean	It Fean	It Fean	VDDO	VDDO	VDDO	VDDO	VDDO	Elko	Elko	Elko	Elko	Elko	Lintjo	Lintjo	Lintjo	Lintjo	Lintjo	WWC	WWC	WWC	WWC	WWC	Quick '21 / Vlug en Vaardig (G)	Quick '21 / Vlug en Vaardig (G)	Quick '21 / Vlug en Vaardig (G)	Quick '21 / Vlug en Vaardig (G)	Quick '21 / Vlug en Vaardig (G)
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"IFC \u002725"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Thrianta"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"It Fean"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"VDDO"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Elko"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Lintjo"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"WWC"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Quick \u002721 / Vlug en Vaardig (G)"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.43219	0.64692	0.03457	1748.0036590119823	124.359987062385	0.15181	0.3247	0.14654	1604.183200587211	128.38138211210426	0.11491	0.26347	0.18745	1573.1443182724458	124.65448660390082	0.0793	0.19527	0.24858	1533.4385308197504	125.76400832194092	0.07845	0.19192	0.26032	1528.3439151811358	125.70654008223056	0.07096	0.17883	0.27156	1521.058096264419	124.37999535822766	0.04488	0.11905	0.38935	1466.1539727330323	135.234156730024	0.0275	0.07984	0.46163	1433.1783965709374	123.09876487384044
