date	pouleData	NKV	NKV	NKV	NKV	NKV	DKB	DKB	DKB	DKB	DKB	OJC '98	OJC '98	OJC '98	OJC '98	OJC '98	VIKO	VIKO	VIKO	VIKO	VIKO	OEC	OEC	OEC	OEC	OEC	Attila	Attila	Attila	Attila	Attila	Ready '60	Ready '60	Ready '60	Ready '60	Ready '60	KVS '17	KVS '17	KVS '17	KVS '17	KVS '17
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"NKV"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DKB"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"OJC \u002798"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"VIKO"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"OEC"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Attila"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Ready \u002760"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"KVS \u002717"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.26498	0.39832	0.0	1332.0360466324028	125.63804043197753	0.25777	0.39008	0.0	1327.336097107539	132.5870568891044	0.23702	0.36328	0.0	1315.173137247752	131.04423522765285	0.08051	0.13489	0.0	1172.9152983849478	142.96230318023555	0.05953	0.10359	0.0	1154.7759704826528	125.60803593195156	0.0534	0.0928	0.0	1125.884186725351	140.55210280276927	0.04338	0.07113	0.0	1077.1058386443947	167.9528738850702	0.00341	0.00576	0.0	871.5053124500821	153.21158282278458
