date	pouleData	Oranje Zwart	Oranje Zwart	Oranje Zwart	Oranje Zwart	Oranje Zwart	Regio '72	Regio '72	Regio '72	Regio '72	Regio '72	Roreko	Roreko	Roreko	Roreko	Roreko	Centrum	Centrum	Centrum	Centrum	Centrum	TOP (V)	TOP (V)	TOP (V)	TOP (V)	TOP (V)	SDO (W)	SDO (W)	SDO (W)	SDO (W)	SDO (W)	Olympia '22	Olympia '22	Olympia '22	Olympia '22	Olympia '22	EKC 2000	EKC 2000	EKC 2000	EKC 2000	EKC 2000
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Oranje Zwart"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Regio \u002772"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Roreko"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Centrum"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"TOP (V)"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"SDO (W)"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Olympia \u002722"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"EKC 2000"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.51243	0.66525	0.0	1430.7590482259918	126.45644070618653	0.15675	0.2765	0.0	1256.51746999147	128.1129569431903	0.09014	0.16361	0.0	1182.0173380031724	141.93125974751732	0.1015	0.17541	0.0	1174.5611193203156	169.68722686491498	0.06143	0.11386	0.0	1144.059198186074	133.04769516147874	0.03695	0.06963	0.0	1084.662756209304	143.31404623163723	0.03074	0.05716	0.0	1068.1342721056265	139.29019109797932	0.01006	0.01928	0.0	980.2724502789872	133.10282216506502
