date	pouleData	WKS	WKS	WKS	WKS	WKS	Noordenveld	Noordenveld	Noordenveld	Noordenveld	Noordenveld	Ritola	Ritola	Ritola	Ritola	Ritola	Heerenveen	Heerenveen	Heerenveen	Heerenveen	Heerenveen	CSL	CSL	CSL	CSL	CSL	Wit Blauw	Wit Blauw	Wit Blauw	Wit Blauw	Wit Blauw	OKO	OKO	OKO	OKO	OKO	Sparta (Zw)	Sparta (Zw)	Sparta (Zw)	Sparta (Zw)	Sparta (Zw)
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"WKS"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Noordenveld"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Ritola"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Heerenveen"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"CSL"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Wit Blauw"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"OKO"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Sparta (Zw)"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.27029	0.27029	0.09944	2054.3672563801915	132.8962628688853	0.15176	0.15176	0.16772	1983.3264546964238	122.84582557798711	0.14893	0.14893	0.17197	1980.4984684855854	123.81072724415128	0.14317	0.14317	0.18639	1974.0599399487774	129.53424293925306	0.11757	0.11757	0.20786	1955.2385209968725	121.05054026951748	0.09417	0.09417	0.24938	1931.2921424933431	121.81362808510947	0.04864	0.04864	0.39277	1862.274512007556	124.82515159774691	0.02547	0.02547	0.52447	1804.3306019793629	125.08600578494645
