date	pouleData	DKV Victoria	DKV Victoria	DKV Victoria	DKV Victoria	DKV Victoria	Fluks (N)	Fluks (N)	Fluks (N)	Fluks (N)	Fluks (N)	EKVA	EKVA	EKVA	EKVA	EKVA	Phoenix (Z)	Phoenix (Z)	Phoenix (Z)	Phoenix (Z)	Phoenix (Z)	Badhoevedorp	Badhoevedorp	Badhoevedorp	Badhoevedorp	Badhoevedorp	Apollo	Apollo	Apollo	Apollo	Apollo	Madjoe	Madjoe	Madjoe	Madjoe	Madjoe	HBC (Be)	HBC (Be)	HBC (Be)	HBC (Be)	HBC (Be)
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"DKV Victoria"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Fluks (N)"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"EKVA"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Phoenix (Z)"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Badhoevedorp"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Apollo"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Madjoe"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"HBC (Be)"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.2522	0.44677	0.09225	1656.2111270179048	124.72017881653908	0.19397	0.37112	0.12768	1621.5382143672134	124.25494522248874	0.19786	0.37419	0.12704	1621.4058998921823	123.48819962969382	0.13554	0.27901	0.18135	1575.8238075098952	125.68630560277325	0.06749	0.15746	0.32129	1500.0261564923214	126.18115276278385	0.06463	0.15052	0.33724	1491.7842737225308	129.0622979635541	0.04902	0.12065	0.38408	1469.4100724469404	123.74646974013116	0.03929	0.10028	0.42907	1450.3025037918344	126.31423278328207
