date	pouleData	HHV	HHV	HHV	HHV	HHV	DTL	DTL	DTL	DTL	DTL	Sparta (Ze)	Sparta (Ze)	Sparta (Ze)	Sparta (Ze)	Sparta (Ze)	Pallas '08	Pallas '08	Pallas '08	Pallas '08	Pallas '08	MN en W	MN en W	MN en W	MN en W	MN en W	Spannum	Spannum	Spannum	Spannum	Spannum	Leeuwarden	Leeuwarden	Leeuwarden	Leeuwarden	Leeuwarden	Joure	Joure	Joure	Joure	Joure
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"HHV"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DTL"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Sparta (Ze)"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Pallas \u002708"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"MN en W"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Spannum"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Leeuwarden"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Joure"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.32844	0.54905	0.05325	1657.2654418173067	123.2316705556613	0.22511	0.42483	0.09675	1603.584874102705	131.80083629237015	0.19148	0.38022	0.10617	1586.1092349070123	122.42219590989218	0.08184	0.19487	0.2412	1487.9079223305073	122.48747735666107	0.04954	0.126	0.36039	1429.0758531636309	131.26051540328038	0.04757	0.12133	0.35721	1426.722431947852	123.49858150800458	0.03844	0.10247	0.38365	1414.8713982631803	123.41478947511841	0.03758	0.10123	0.40138	1407.5147591790987	126.18140617942377
