date	pouleData	De Parabool	De Parabool	De Parabool	De Parabool	De Parabool	ZKC '19	ZKC '19	ZKC '19	ZKC '19	ZKC '19	Wez Handich	Wez Handich	Wez Handich	Wez Handich	Wez Handich	DOS Kampen	DOS Kampen	DOS Kampen	DOS Kampen	DOS Kampen	Hoogkerk	Hoogkerk	Hoogkerk	Hoogkerk	Hoogkerk	KVW '22	KVW '22	KVW '22	KVW '22	KVW '22	De Granaet	De Granaet	De Granaet	De Granaet	De Granaet	De Pein	De Pein	De Pein	De Pein	De Pein
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"De Parabool"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"ZKC \u002719"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Wez Handich"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DOS Kampen"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Hoogkerk"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"KVW \u002722"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"De Granaet"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"De Pein"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.28887	0.28887	0.06321	1913.240114701052	124.7486697389977	0.28104	0.28104	0.05953	1911.674416967421	120.74659392252448	0.15137	0.15137	0.13281	1830.9511849146138	125.6722583808978	0.13026	0.13026	0.15814	1811.251317753647	124.91787245146413	0.05287	0.05287	0.32512	1711.8075911919045	126.82667777303075	0.03394	0.03394	0.40559	1675.2735765913703	124.84236584735334	0.03437	0.03437	0.41016	1670.5637020143745	126.49954310747123	0.02728	0.02728	0.44544	1656.9337096965692	124.35160302205138
