date	pouleData	Avanti (P)	Avanti (P)	Avanti (P)	Avanti (P)	Avanti (P)	KVZ '23	KVZ '23	KVZ '23	KVZ '23	KVZ '23	ONDO (G)	ONDO (G)	ONDO (G)	ONDO (G)	ONDO (G)	Tempo	Tempo	Tempo	Tempo	Tempo	VEO	VEO	VEO	VEO	VEO	Pernix	Pernix	Pernix	Pernix	Pernix	Maassluis	Maassluis	Maassluis	Maassluis	Maassluis	Rohda (A)	Rohda (A)	Rohda (A)	Rohda (A)	Rohda (A)
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Avanti (P)"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"KVZ \u002723"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"ONDO (G)"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Tempo"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"VEO"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Pernix"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Maassluis"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Rohda (A)"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.29312	0.29312	0.06352	2121.748455146795	126.85009232814063	0.21696	0.21696	0.09824	2078.2225393867047	130.92266843770997	0.1984	0.1984	0.11708	2064.6488315360757	135.58130471774098	0.11792	0.11792	0.18426	2002.1882407842372	126.86844065590964	0.06021	0.06021	0.30436	1930.4282342380018	129.03332157462364	0.05317	0.05317	0.33208	1917.6621254648408	126.45139919911041	0.03713	0.03713	0.40996	1881.4677012989512	128.47330782590325	0.02309	0.02309	0.4905	1846.973782848242	126.2017782574497
