date	pouleData	Elburg	Elburg	Elburg	Elburg	Elburg	Hellas '63	Hellas '63	Hellas '63	Hellas '63	Hellas '63	HKC (He)	HKC (He)	HKC (He)	HKC (He)	HKC (He)	Achilles (A) / AKC	Achilles (A) / AKC	Achilles (A) / AKC	Achilles (A) / AKC	Achilles (A) / AKC	Zwart Wit	Zwart Wit	Zwart Wit	Zwart Wit	Zwart Wit	Blauw Zwart	Blauw Zwart	Blauw Zwart	Blauw Zwart	Blauw Zwart	SDO (S)	SDO (S)	SDO (S)	SDO (S)	SDO (S)	Stadskanaal '74	Stadskanaal '74	Stadskanaal '74	Stadskanaal '74	Stadskanaal '74
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Elburg"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Hellas \u002763"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"HKC (He)"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Achilles (A) / AKC"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Zwart Wit"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Blauw Zwart"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"SDO (S)"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Stadskanaal \u002774"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.44493	0.67706	0.02695	1710.588300234607	126.10011223726947	0.23637	0.46638	0.07186	1616.4379878481907	126.92230773857437	0.09308	0.23092	0.19628	1502.2861674254832	129.64230033478196	0.06434	0.16684	0.27093	1459.70048452008	130.61932221971134	0.0451	0.12721	0.32373	1428.16373249027	126.03327208188648	0.04479	0.12351	0.35378	1417.632000724453	137.95642282381115	0.03733	0.10771	0.36888	1408.1563098397003	128.92241297885667	0.03406	0.10037	0.38759	1401.2746159531528	128.35245778982505
