date	pouleData	De Vinken	De Vinken	De Vinken	De Vinken	De Vinken	BEP	BEP	BEP	BEP	BEP	KIOS (N)	KIOS (N)	KIOS (N)	KIOS (N)	KIOS (N)	Tweemaal Zes	Tweemaal Zes	Tweemaal Zes	Tweemaal Zes	Tweemaal Zes	Swift	Swift	Swift	Swift	Swift	Haarlem	Haarlem	Haarlem	Haarlem	Haarlem	Velocitas (L)	Velocitas (L)	Velocitas (L)	Velocitas (L)	Velocitas (L)	KZ Danaiden	KZ Danaiden	KZ Danaiden	KZ Danaiden	KZ Danaiden
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"De Vinken"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"BEP"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"KIOS (N)"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Tweemaal Zes"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Swift"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Haarlem"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Velocitas (L)"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"KZ Danaiden"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.2434	0.2434	0.09315	1907.500965802757	131.67270299338188	0.20153	0.20153	0.10948	1885.3275524062656	126.1026568483378	0.15332	0.15332	0.15063	1851.400623309888	127.80609959731053	0.14367	0.14367	0.16506	1840.3370862779961	129.13422085285788	0.10624	0.10624	0.2003	1811.275400531111	124.60513954898882	0.10674	0.10674	0.20718	1807.2282761460235	126.05651470060704	0.03038	0.03038	0.47419	1676.6999340191267	127.94061761276328	0.01472	0.01472	0.60001	1619.3425557479534	127.58556992524866
