date	pouleData	De Meervogels	De Meervogels	De Meervogels	De Meervogels	De Meervogels	Excelsior (D)	Excelsior (D)	Excelsior (D)	Excelsior (D)	Excelsior (D)	Fiducia	Fiducia	Fiducia	Fiducia	Fiducia	Sporting Trigon	Sporting Trigon	Sporting Trigon	Sporting Trigon	Sporting Trigon	SDO (K)	SDO (K)	SDO (K)	SDO (K)	SDO (K)	Refleks	Refleks	Refleks	Refleks	Refleks	ALO	ALO	ALO	ALO	ALO	Atlantis	Atlantis	Atlantis	Atlantis	Atlantis
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"De Meervogels"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Excelsior (D)"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Fiducia"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Sporting Trigon"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"SDO (K)"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Refleks"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"ALO"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Atlantis"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.22068	0.22068	0.10745	1842.359802885313	124.8306066078939	0.15936	0.15936	0.14276	1803.5224634865817	122.12546498627336	0.14864	0.14864	0.16375	1792.5004503704813	125.2424744220865	0.13449	0.13449	0.16578	1786.478007845326	120.87751483921436	0.1314	0.1314	0.1802	1779.2624212551207	123.40955600186298	0.11053	0.11053	0.21146	1759.4185454043877	125.10294919591924	0.09059	0.09059	0.24282	1739.3696665205634	122.10760177337548	0.00431	0.00431	0.78578	1481.4225080782144	124.11198800333214
