date	pouleData	Swift (M)	Swift (M)	Swift (M)	Swift (M)	Swift (M)	Sporting Delta	Sporting Delta	Sporting Delta	Sporting Delta	Sporting Delta	Kinderdijk	Kinderdijk	Kinderdijk	Kinderdijk	Kinderdijk	Oranje Wit (D)	Oranje Wit (D)	Oranje Wit (D)	Oranje Wit (D)	Oranje Wit (D)	Tilburg	Tilburg	Tilburg	Tilburg	Tilburg	Vitesse (Ba)	Vitesse (Ba)	Vitesse (Ba)	Vitesse (Ba)	Vitesse (Ba)	Fortis	Fortis	Fortis	Fortis	Fortis	DES (De)	DES (De)	DES (De)	DES (De)	DES (De)
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Swift (M)"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Sporting Delta"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Kinderdijk"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Oranje Wit (D)"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Tilburg"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Vitesse (Ba)"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Fortis"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DES (De)"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.21855	0.21855	0.13469	2058.1627809978163	132.31441966388306	0.17484	0.17484	0.15656	2037.1539159552597	121.41246060493407	0.14634	0.14634	0.18785	2015.210667206853	121.12480267847054	0.11964	0.11964	0.2292	1989.0342025867794	124.35996010637369	0.1072	0.1072	0.25037	1977.3999734098236	122.47306469347454	0.10123	0.10123	0.26603	1969.1324398798324	127.24072144258226	0.09685	0.09685	0.28987	1958.3043991939871	135.02833877257947	0.03535	0.03535	0.48543	1866.9391821610561	125.3196628091069
