date	pouleData	Telstar	Telstar	Telstar	Telstar	Telstar	KVZ	KVZ	KVZ	KVZ	KVZ	Reehorst '45	Reehorst '45	Reehorst '45	Reehorst '45	Reehorst '45	DOS-WK	DOS-WK	DOS-WK	DOS-WK	DOS-WK	Exakwa	Exakwa	Exakwa	Exakwa	Exakwa	Juventa	Juventa	Juventa	Juventa	Juventa	Sparta (N)	Sparta (N)	Sparta (N)	Sparta (N)	Sparta (N)	Devinco	Devinco	Devinco	Devinco	Devinco
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Telstar"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"KVZ"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Reehorst \u002745"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DOS-WK"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Exakwa"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Juventa"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Sparta (N)"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Devinco"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.25622	0.25622	0.07701	1890.9598629501795	123.9297151431205	0.21033	0.21033	0.09901	1866.7343375748708	123.82985492577488	0.19351	0.19351	0.1116	1854.979199273853	124.3525173867103	0.12144	0.12144	0.18775	1795.1992211744127	130.79451894000454	0.09984	0.09984	0.21344	1776.9123232237275	125.4140056634636	0.06655	0.06655	0.29997	1728.9977696074238	129.10284012121994	0.03608	0.03608	0.41592	1674.0540903338228	125.6518121176986	0.01603	0.01603	0.5953	1595.5206387163735	128.60914903875124
