date	pouleData	Korbis	Korbis	Korbis	Korbis	Korbis	Vriendenschaar (H)	Vriendenschaar (H)	Vriendenschaar (H)	Vriendenschaar (H)	Vriendenschaar (H)	HKV / Ons Eibernest	HKV / Ons Eibernest	HKV / Ons Eibernest	HKV / Ons Eibernest	HKV / Ons Eibernest	Trekvogels (R)	Trekvogels (R)	Trekvogels (R)	Trekvogels (R)	Trekvogels (R)	Weidevogels	Weidevogels	Weidevogels	Weidevogels	Weidevogels	ACKC	ACKC	ACKC	ACKC	ACKC	NIO	NIO	NIO	NIO	NIO	RWA	RWA	RWA	RWA	RWA
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Korbis"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Vriendenschaar (H)"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"HKV / Ons Eibernest"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Trekvogels (R)"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Weidevogels"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"ACKC"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"NIO"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"RWA"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.30907	0.30907	0.0687	1915.0921241793474	126.13653988752142	0.23534	0.23534	0.09406	1880.2593702821669	124.23162750847426	0.15236	0.15236	0.15638	1822.3828602510227	127.04108919971111	0.08802	0.08802	0.25238	1760.9490553914723	127.82957951244317	0.06706	0.06706	0.30567	1731.5025327106591	124.26610779499912	0.06368	0.06368	0.31475	1725.0431654218205	123.58772319018676	0.0471	0.0471	0.37403	1697.3313654980054	127.04408426292184	0.03737	0.03737	0.43403	1670.1757798320325	128.2941484340523
