date	pouleData	DWS (K)	DWS (K)	DWS (K)	DWS (K)	DWS (K)	HKC (U)	HKC (U)	HKC (U)	HKC (U)	HKC (U)	ODIK	ODIK	ODIK	ODIK	ODIK	Duko / Wesstar	Duko / Wesstar	Duko / Wesstar	Duko / Wesstar	Duko / Wesstar	Zwaluwen (Ze)	Zwaluwen (Ze)	Zwaluwen (Ze)	Zwaluwen (Ze)	Zwaluwen (Ze)	PSV	PSV	PSV	PSV	PSV	Arena	Arena	Arena	Arena	Arena	Kesteren	Kesteren	Kesteren	Kesteren	Kesteren
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"DWS (K)"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"HKC (U)"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"ODIK"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Duko / Wesstar"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Zwaluwen (Ze)"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"PSV"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Arena"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Kesteren"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.2474	0.44948	0.07636	1515.9787238778379	125.8990979853787	0.24286	0.44287	0.07714	1512.0605754131575	126.00070428478679	0.19634	0.37634	0.10723	1481.8212610265457	129.89602911437814	0.11273	0.24581	0.18584	1414.0868856843772	130.07618070063884	0.09394	0.21123	0.22127	1391.0882745583901	134.1410719009283	0.0675	0.16341	0.25436	1366.3632122576505	123.11835744220683	0.01902	0.05405	0.53385	1238.7706823189214	127.88654236690651	0.02021	0.05681	0.54395	1235.062054554417	134.71326035459475
