date	pouleData	KVS	KVS	KVS	KVS	KVS	Nieuwerkerk	Nieuwerkerk	Nieuwerkerk	Nieuwerkerk	Nieuwerkerk	Valto	Valto	Valto	Valto	Valto	Oost Arnhem	Oost Arnhem	Oost Arnhem	Oost Arnhem	Oost Arnhem	GKV (G)	GKV (G)	GKV (G)	GKV (G)	GKV (G)	TOP (A)	TOP (A)	TOP (A)	TOP (A)	TOP (A)	Achilles (H)	Achilles (H)	Achilles (H)	Achilles (H)	Achilles (H)	Albatros	Albatros	Albatros	Albatros	Albatros
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"KVS"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Nieuwerkerk"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Valto"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Oost Arnhem"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"GKV (G)"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"TOP (A)"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Achilles (H)"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Albatros"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.25329	0.25329	0.10056	2169.6276215060584	125.63840897148809	0.18315	0.18315	0.1504	2126.2065027113194	128.1084418015896	0.18532	0.18532	0.1554	2124.7355658216197	132.38391052563617	0.11255	0.11255	0.23697	2068.4988831552673	128.16765920960722	0.10299	0.10299	0.23936	2063.648797091446	122.24904680240785	0.05943	0.05943	0.34849	2008.5819878187892	122.36705136795895	0.0516	0.0516	0.3843	1992.240394542636	122.80163470971911	0.05167	0.05167	0.38452	1991.943477627037	122.29858792444519
