date	pouleData	KVA	KVA	KVA	KVA	KVA	Nic	Nic	Nic	Nic	Nic	Fiks	Fiks	Fiks	Fiks	Fiks	OVVO	OVVO	OVVO	OVVO	OVVO	AVO	AVO	AVO	AVO	AVO	Dindoa	Dindoa	Dindoa	Dindoa	Dindoa	De Meeuwen	De Meeuwen	De Meeuwen	De Meeuwen	De Meeuwen	KIOS (R)	KIOS (R)	KIOS (R)	KIOS (R)	KIOS (R)
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"KVA"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Nic"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Fiks"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"OVVO"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"AVO"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Dindoa"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"De Meeuwen"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"KIOS (R)"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.28533	0.28533	0.09099	2189.008005418379	127.01353048964951	0.1698	0.1698	0.16419	2122.4889200501434	126.57540395695638	0.12521	0.12521	0.20859	2090.269338405287	121.46298643617433	0.12128	0.12128	0.21576	2086.6420591799265	123.90389495543094	0.11617	0.11617	0.21821	2082.1654213976676	122.06984573039091	0.06085	0.06085	0.35722	2012.0714448476274	123.22260980758895	0.06065	0.06065	0.36352	2010.682111720541	123.63955666785499	0.06071	0.06071	0.38152	2002.359636489498	129.57037385151173
