date	pouleData	NKC '51	NKC '51	NKC '51	NKC '51	NKC '51	Apeldoorn	Apeldoorn	Apeldoorn	Apeldoorn	Apeldoorn	DOT (O)	DOT (O)	DOT (O)	DOT (O)	DOT (O)	SKF	SKF	SKF	SKF	SKF	Synergo	Synergo	Synergo	Synergo	Synergo	Amicitia (V)	Amicitia (V)	Amicitia (V)	Amicitia (V)	Amicitia (V)	Antilopen	Antilopen	Antilopen	Antilopen	Antilopen	NRC '22	NRC '22	NRC '22	NRC '22	NRC '22
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"NKC \u002751"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Apeldoorn"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DOT (O)"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"SKF"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Synergo"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Amicitia (V)"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Antilopen"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"NRC \u002722"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.2898	0.2898	0.05942	2075.8606587356994	125.47006848385884	0.29156	0.29156	0.06638	2074.6801360193817	131.63465323293548	0.12822	0.12822	0.15491	1970.427516190276	125.22586708915502	0.11383	0.11383	0.17226	1959.1002864190812	125.05641331663588	0.07099	0.07099	0.27626	1899.0744300241493	132.495155592165	0.0486	0.0486	0.33276	1866.4068810278798	125.82875067448555	0.04475	0.04475	0.34289	1860.9141145628782	124.51681283934434	0.01225	0.01225	0.59512	1750.801972658371	125.33017270442556
