date	pouleData	Dunas	Dunas	Dunas	Dunas	Dunas	Dijkvogels	Dijkvogels	Dijkvogels	Dijkvogels	Dijkvogels	Rapid (H)	Rapid (H)	Rapid (H)	Rapid (H)	Rapid (H)	VZOD	VZOD	VZOD	VZOD	VZOD	GKV	GKV	GKV	GKV	GKV	Paal Centraal	Paal Centraal	Paal Centraal	Paal Centraal	Paal Centraal	Aurora / DKV (IJ)	Aurora / DKV (IJ)	Aurora / DKV (IJ)	Aurora / DKV (IJ)	Aurora / DKV (IJ)	Oosterkwartier (H)	Oosterkwartier (H)	Oosterkwartier (H)	Oosterkwartier (H)	Oosterkwartier (H)
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Dunas"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Dijkvogels"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Rapid (H)"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"VZOD"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"GKV"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Paal Centraal"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Aurora / DKV (IJ)"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Oosterkwartier (H)"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.43304	0.58398	0.0	1612.9320042772458	127.61075986208574	0.16279	0.27095	0.0	1475.7560999227258	128.18789469845828	0.16257	0.26761	0.0	1470.6851674461625	130.82247620129198	0.10752	0.18595	0.0	1421.8436355351755	129.64620123274747	0.07287	0.13079	0.0	1382.6621231439099	126.31847995690316	0.03626	0.06497	0.0	1298.1615588187228	134.33597077683606	0.02062	0.03731	0.0	1259.1171092555494	128.32732936035288	0.00433	0.00762	0.0	1122.0321866367462	133.1178132029359
