date	pouleData	DTS (S) / Harkema	DTS (S) / Harkema	DTS (S) / Harkema	DTS (S) / Harkema	DTS (S) / Harkema	DWA / Argo	DWA / Argo	DWA / Argo	DWA / Argo	DWA / Argo	Vitesse (Be)	Vitesse (Be)	Vitesse (Be)	Vitesse (Be)	Vitesse (Be)	WSS	WSS	WSS	WSS	WSS	Noveas	Noveas	Noveas	Noveas	Noveas	Oerterp	Oerterp	Oerterp	Oerterp	Oerterp	WK	WK	WK	WK	WK	NKC (N)/Wees Kwiek	NKC (N)/Wees Kwiek	NKC (N)/Wees Kwiek	NKC (N)/Wees Kwiek	NKC (N)/Wees Kwiek
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"DTS (S) / Harkema"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DWA / Argo"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Vitesse (Be)"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"WSS"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Noveas"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Oerterp"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"WK"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"NKC (N)/Wees Kwiek"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.34194	0.49669	0.0	1336.4264527128753	127.54937665130879	0.18837	0.30748	0.0	1251.2079967663842	131.9773797622687	0.17793	0.29397	0.0	1244.5115788281648	131.4315892467025	0.12756	0.22024	0.0	1202.5594730711132	131.16304226696622	0.10011	0.1764	0.0	1167.6674833236616	139.12434366850204	0.04738	0.08532	0.0	1090.4064076970349	131.42078786611077	0.00745	0.01363	0.0	926.3253171098207	134.56240837262118	0.00926	0.01453	0.0	764.7251961896617	184.62022027511938
