date	pouleData	Reeuwijk	Reeuwijk	Reeuwijk	Reeuwijk	Reeuwijk	Zuid '27	Zuid '27	Zuid '27	Zuid '27	Zuid '27	Vriendenschaar (B)	Vriendenschaar (B)	Vriendenschaar (B)	Vriendenschaar (B)	Vriendenschaar (B)	DSO (K)	DSO (K)	DSO (K)	DSO (K)	DSO (K)	ADO	ADO	ADO	ADO	ADO	OZC	OZC	OZC	OZC	OZC	Blauw Wit (K)	Blauw Wit (K)	Blauw Wit (K)	Blauw Wit (K)	Blauw Wit (K)	Zaamslag	Zaamslag	Zaamslag	Zaamslag	Zaamslag
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Reeuwijk"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Zuid \u002727"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Vriendenschaar (B)"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DSO (K)"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"ADO"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"OZC"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Blauw Wit (K)"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Zaamslag"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.19574	0.36854	0.12784	1604.6714231107044	124.1185297660407	0.19232	0.3584	0.12958	1599.892647822581	127.07032621135417	0.18744	0.35716	0.13362	1598.170715884897	125.17202086972857	0.14464	0.29134	0.17241	1567.010220154755	124.13264363756372	0.13841	0.28408	0.17515	1563.6290983894244	123.65784435266868	0.07354	0.16933	0.29286	1493.6513216565536	125.56364762602682	0.03205	0.0816	0.48098	1408.1328790456457	127.49202321611776	0.03586	0.08955	0.48756	1406.6394954362333	136.92561223066693
