date	pouleData	Fortuna (D)	Fortuna (D)	Fortuna (D)	Fortuna (D)	Fortuna (D)	LDODK	LDODK	LDODK	LDODK	LDODK	PKC	PKC	PKC	PKC	PKC	KZ	KZ	KZ	KZ	KZ	DOS '46	DOS '46	DOS '46	DOS '46	DOS '46	DVO	DVO	DVO	DVO	DVO	Dalto	Dalto	Dalto	Dalto	Dalto	TOP (S)	TOP (S)	TOP (S)	TOP (S)	TOP (S)	Unitas	Unitas	Unitas	Unitas	Unitas	DeetosSnel	DeetosSnel	DeetosSnel	DeetosSnel	DeetosSnel
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Fortuna (D)"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"LDODK"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"PKC"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"KZ"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DOS \u002746"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DVO"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Dalto"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"TOP (S)"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Unitas"},"stats":{"penalties":{"points":0},"position":9,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DeetosSnel"},"stats":{"penalties":{"points":0},"position":10,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.26139	0.71236	0.03778	2609.397058096887	135.08541133481327	0.1716	0.59299	0.06918	2548.89832488838	126.37113500214201	0.13586	0.52267	0.0947	2518.6987814674094	130.2895654142111	0.09687	0.43643	0.12912	2479.9020927109564	124.90376661588526	0.09706	0.42529	0.14158	2476.342944968203	130.03916741850082	0.09405	0.42038	0.13605	2475.1349510857685	122.9397633193155	0.05342	0.29354	0.21998	2417.034200211544	120.79472768340295	0.02961	0.20233	0.31281	2367.6416473741724	116.07398795808689	0.03101	0.19939	0.32286	2364.944459376683	119.0449557250113	0.02913	0.19462	0.3313	2360.3802838295105	120.58161648799926
