date	pouleData	Luno	Luno	Luno	Luno	Luno	Hebbes	Hebbes	Hebbes	Hebbes	Hebbes	Huizen	Huizen	Huizen	Huizen	Huizen	ESDO	ESDO	ESDO	ESDO	ESDO	RDZ	RDZ	RDZ	RDZ	RDZ	Thor (H)	Thor (H)	Thor (H)	Thor (H)	Thor (H)	Koveni	Koveni	Koveni	Koveni	Koveni	DOS (W)	DOS (W)	DOS (W)	DOS (W)	DOS (W)
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Luno"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Hebbes"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Huizen"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"ESDO"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"RDZ"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Thor (H)"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Koveni"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DOS (W)"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.36617	0.5041	0.0	1424.5222416876506	133.27656436891505	0.20645	0.31702	0.0	1331.319446261196	149.64793632445196	0.13904	0.22491	0.0	1284.9182417628597	136.86124671812726	0.13102	0.21428	0.0	1278.7586797095864	136.27480681257506	0.05728	0.09821	0.0	1186.815540588941	133.15252363965925	0.05431	0.08711	0.0	1129.5289205361191	128.33733385105407	0.02598	0.04444	0.0	1098.3205491540143	141.73008540553144	0.01975	0.03227	0.0	1060.0308810183124	146.24745427766527
