date	pouleData	SkunK	SkunK	SkunK	SkunK	SkunK	Rheko	Rheko	Rheko	Rheko	Rheko	Rivalen	Rivalen	Rivalen	Rivalen	Rivalen	EKCA	EKCA	EKCA	EKCA	EKCA	KCD	KCD	KCD	KCD	KCD	SEV (Z)	SEV (Z)	SEV (Z)	SEV (Z)	SEV (Z)	DKOD	DKOD	DKOD	DKOD	DKOD	Hemur Enge	Hemur Enge	Hemur Enge	Hemur Enge	Hemur Enge
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"SkunK"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Rheko"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Rivalen"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"EKCA"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"KCD"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"SEV (Z)"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DKOD"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Hemur Enge"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.23239	0.38114	0.0	1306.7231369262477	128.1475809965377	0.2047	0.3463	0.0	1291.5964666405087	124.33657866567845	0.19743	0.33107	0.0	1286.0430318548117	127.94936127131496	0.17952	0.30746	0.0	1272.1746251858278	132.13099599912633	0.13942	0.24341	0.0	1234.1430978395124	136.91367165714985	0.045	0.08358	0.0	1087.9695247106142	115.95563961971902	7.5E-4	0.00142	0.0	745.0619200482456	161.73180600555125	7.9E-4	0.00147	0.0	675.8972465798784	183.32931395068368
