date	pouleData	KVK	KVK	KVK	KVK	KVK	Keep Fit '70	Keep Fit '70	Keep Fit '70	Keep Fit '70	Keep Fit '70	Oranje Zwart (M)	Oranje Zwart (M)	Oranje Zwart (M)	Oranje Zwart (M)	Oranje Zwart (M)	Luctor	Luctor	Luctor	Luctor	Luctor	Seolto	Seolto	Seolto	Seolto	Seolto	Focus	Focus	Focus	Focus	Focus	Scheldevogels	Scheldevogels	Scheldevogels	Scheldevogels	Scheldevogels	SKV (S)	SKV (S)	SKV (S)	SKV (S)	SKV (S)
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"KVK"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Keep Fit \u002770"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Oranje Zwart (M)"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Luctor"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Seolto"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Focus"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Scheldevogels"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"SKV (S)"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.52812	0.6817	0.0	1426.7939066791273	132.16944587356144	0.13957	0.25893	0.0	1228.352261571697	131.65876527398478	0.10396	0.19832	0.0	1191.5093715520266	134.7870102501011	0.09518	0.182	0.0	1181.577136048545	132.79946415812728	0.09056	0.17187	0.0	1171.9012583501876	136.69621173130872	0.02272	0.04565	0.0	1029.201748453233	135.66315338875026	0.01384	0.02825	0.0	985.8903051399948	135.2669530436062	0.00605	0.01177	0.0	894.7946305437185	149.62026265264822
