date	pouleData	Drachten	Drachten	Drachten	Drachten	Drachten	Kinea / Udiros	Kinea / Udiros	Kinea / Udiros	Kinea / Udiros	Kinea / Udiros	De Wâlden	De Wâlden	De Wâlden	De Wâlden	De Wâlden	Flamingo's (B)	Flamingo's (B)	Flamingo's (B)	Flamingo's (B)	Flamingo's (B)	ASVD	ASVD	ASVD	ASVD	ASVD	Rood Wit (W)	Rood Wit (W)	Rood Wit (W)	Rood Wit (W)	Rood Wit (W)	Harich	Harich	Harich	Harich	Harich	ROG	ROG	ROG	ROG	ROG
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Drachten"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Kinea / Udiros"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"De Wâlden"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Flamingo\u0027s (B)"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"ASVD"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Rood Wit (W)"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Harich"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"ROG"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.32165	0.32165	0.0309	1958.6208290340162	125.86800157135124	0.23904	0.23904	0.04879	1916.9485899134397	128.72890877848155	0.15366	0.15366	0.08912	1857.3264051486128	127.95610774025795	0.1244	0.1244	0.11315	1832.0948475684424	129.67121386464615	0.10645	0.10645	0.13743	1811.2344908288048	131.00323782704294	0.04075	0.04075	0.30253	1702.6895052966784	137.52113805116088	0.01137	0.01137	0.52826	1599.8146667845647	128.14760873753158	0.00268	0.00268	0.74982	1491.1543790435333	129.56315630530185
