date	pouleData	Furore	Furore	Furore	Furore	Furore	Ados	Ados	Ados	Ados	Ados	Helios	Helios	Helios	Helios	Helios	DTS (E)	DTS (E)	DTS (E)	DTS (E)	DTS (E)	DSO (A)	DSO (A)	DSO (A)	DSO (A)	DSO (A)	De Corvers	De Corvers	De Corvers	De Corvers	De Corvers	Stormvogels (U)	Stormvogels (U)	Stormvogels (U)	Stormvogels (U)	Stormvogels (U)	Kleine Sluis	Kleine Sluis	Kleine Sluis	Kleine Sluis	Kleine Sluis
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Furore"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Ados"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Helios"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DTS (E)"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DSO (A)"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"De Corvers"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Stormvogels (U)"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Kleine Sluis"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.41731	0.58516	0.0	1429.5998973537185	129.72918342876673	0.23788	0.39323	0.0	1346.1473426827047	129.72337711137874	0.14536	0.2565	0.0	1278.7575456547072	130.5641959594762	0.10794	0.19625	0.0	1239.7418912646206	136.47309000649625	0.05449	0.10117	0.0	1160.1382007009913	134.1191213266636	0.01636	0.03411	0.0	1060.2634014875728	129.48443903977935	0.01738	0.03477	0.0	1057.9217641840532	131.61230859404665	0.00328	0.00611	0.0	868.7025026527182	164.39223681160652
