date	pouleData	Olympia (T)	Olympia (T)	Olympia (T)	Olympia (T)	Olympia (T)	In Fundo	In Fundo	In Fundo	In Fundo	In Fundo	DTG	DTG	DTG	DTG	DTG	Westergo	Westergo	Westergo	Westergo	Westergo	De Waterpoort	De Waterpoort	De Waterpoort	De Waterpoort	De Waterpoort	WIK '34	WIK '34	WIK '34	WIK '34	WIK '34	Lemmer	Lemmer	Lemmer	Lemmer	Lemmer	SF Deinum	SF Deinum	SF Deinum	SF Deinum	SF Deinum
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Olympia (T)"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"In Fundo"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"DTG"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Westergo"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"De Waterpoort"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"WIK \u002734"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Lemmer"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"SF Deinum"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.41154	0.62193	0.0	1414.0551862682794	131.66483377194288	0.31186	0.52844	0.0	1370.7175428729613	126.97634198913237	0.18468	0.35906	0.0	1299.039941534382	123.86010834960311	0.05437	0.11723	0.0	1147.7670907674192	130.966553088478	0.01643	0.03683	0.0	1034.3697336922755	130.95846135474108	0.01558	0.03555	0.0	1031.1496706894993	129.3109358223081	0.00389	0.00892	0.0	914.6621004254148	135.3859375649474	0.00165	0.00381	0.0	833.3899758329452	146.54819227514847
