date	pouleData	DSC	DSC	DSC	DSC	DSC	HKC (Ha)	HKC (Ha)	HKC (Ha)	HKC (Ha)	HKC (Ha)	Blauw Wit	Blauw Wit	Blauw Wit	Blauw Wit	Blauw Wit	Groen Geel	Groen Geel	Groen Geel	Groen Geel	Groen Geel	Die Haghe	Die Haghe	Die Haghe	Die Haghe	Die Haghe	Mid Fryslân	Mid Fryslân	Mid Fryslân	Mid Fryslân	Mid Fryslân	AW.DTV	AW.DTV	AW.DTV	AW.DTV	AW.DTV	KCC	KCC	KCC	KCC	KCC	Spirit (Vo)	Spirit (Vo)	Spirit (Vo)	Spirit (Vo)	Spirit (Vo)	Wageningen	Wageningen	Wageningen	Wageningen	Wageningen
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"DSC"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"HKC (Ha)"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Blauw Wit"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Groen Geel"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Die Haghe"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Mid Fryslân"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"AW.DTV"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"KCC"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Spirit (Vo)"},"stats":{"penalties":{"points":0},"position":9,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Wageningen"},"stats":{"penalties":{"points":0},"position":10,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.22236	0.35465	0.07222	2361.797995464421	125.70855204749631	0.16383	0.27354	0.11098	2321.9211546231386	130.46931982866357	0.14169	0.24755	0.11762	2309.3675837636697	121.74770600177222	0.10183	0.18642	0.17496	2266.2234484664527	126.1371253306127	0.08954	0.17043	0.16842	2263.3680752278897	118.65915163775502	0.09341	0.1739	0.17634	2263.0646225787013	123.09382538870125	0.06512	0.13134	0.2194	2233.7230574414875	119.84514653831455	0.04824	0.09906	0.2896	2197.1893285319147	125.94686912370375	0.03909	0.08361	0.33231	2177.2921863998768	124.62289361675312	0.03489	0.07486	0.33815	2173.0481457669985	119.02835356581967
