date	pouleData	Victum	Victum	Victum	Victum	Victum	Tiel '72	Tiel '72	Tiel '72	Tiel '72	Tiel '72	Nijmegen	Nijmegen	Nijmegen	Nijmegen	Nijmegen	Woudenberg	Woudenberg	Woudenberg	Woudenberg	Woudenberg	SDO (V)	SDO (V)	SDO (V)	SDO (V)	SDO (V)	Animo (G)	Animo (G)	Animo (G)	Animo (G)	Animo (G)	Rust Roest (E)	Rust Roest (E)	Rust Roest (E)	Rust Roest (E)	Rust Roest (E)	Viking	Viking	Viking	Viking	Viking
2027-01-01	{"results":[],"fixtures":[],"standing":[{"team":{"name":"Victum"},"stats":{"penalties":{"points":0},"position":1,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Tiel \u002772"},"stats":{"penalties":{"points":0},"position":2,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Nijmegen"},"stats":{"penalties":{"points":0},"position":3,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Woudenberg"},"stats":{"penalties":{"points":0},"position":4,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"SDO (V)"},"stats":{"penalties":{"points":0},"position":5,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Animo (G)"},"stats":{"penalties":{"points":0},"position":6,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Rust Roest (E)"},"stats":{"penalties":{"points":0},"position":7,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}},{"team":{"name":"Viking"},"stats":{"penalties":{"points":0},"position":8,"points":0,"goals":{"for":0,"against":0},"won":0,"draw":0,"lost":0}}]}	0.19993	0.19993	0.13637	1850.6119565397419	124.97920768143071	0.18494	0.18494	0.15236	1838.6880023491872	127.63554176938055	0.15406	0.15406	0.18179	1814.8150503269367	126.05867051439685	0.14447	0.14447	0.19144	1808.2691738022652	125.45025680568921	0.11466	0.11466	0.22708	1783.3489009257235	123.97326735304694	0.1017	0.1017	0.255	1768.9608151782031	124.45203870787377	0.05577	0.05577	0.4027	1697.8516617300304	137.456408384655	0.04447	0.04447	0.45326	1674.601034624032	131.28622060748566
